Model,MPN,Body Color,Brand,UPC,Body Material,Body Type,Model Year,Size,Country/Region of Manufacture,String Configuration,Orientation,Product Line,Condition,Price
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,MAPLE,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,1595.0
OTHER,NOT AVAILABLE,BLACK,JACKSON,PROVIDED,OTHER,SOLID,1997.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,125.9
OTHER,NOT AVAILABLE,OTHER,YAMAHA,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,For parts or not working,100.0
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,ESP LTD,Used,269.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,ASH,SOLID,2019.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,OTHER,Used,1049.99
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,163.5
CUSTOM,NOT AVAILABLE,OTHER,IBANEZ,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,90.0
OTHER,NOT AVAILABLE,PINK,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,999.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Seller refurbished,120.0
OTHER,PROVIDED,NATURAL,WASHBURN,PROVIDED,MAPLE,HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,395.0
LES PAUL STUDIO,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,OTHER,SOLID,2012.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,780.0
OTHER,NOT AVAILABLE,OTHER,SQUIER,NOT AVAILABLE,OTHER,SOLID,2012.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,399.99
OTHER,PROVIDED,YELLOW,FENDER,PROVIDED,MAPLE,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,396.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,849.99
OTHER,NOT AVAILABLE,EBONY,GIBSON,NOT AVAILABLE,SOLID WOOD,SOLID,2007.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1249.99
OTHER,NOT AVAILABLE,BLACK,SILVERTONE,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2019.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,OTHER,Used,595.0
STRATOCASTER HSS,NOT AVAILABLE,BLACK,FENDER,NOT AVAILABLE,OTHER,OTHER,2012.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,406.0
OTHER,PROVIDED,SILVER,OTHER,NOT AVAILABLE,BASSWOOD,SOLID,2007.0,FULL SIZE,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,249.95
FLYING V,NOT AVAILABLE,RED,JACKSON,NOT AVAILABLE,"SOLID WOOD, ASH",SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,650.0
OTHER,PROVIDED,OTHER,SQUIER,PROVIDED,POPLAR,SOLID,2019.0,MINI,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,109.99
OTHER,PROVIDED,OTHER,FENDER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,UNITED STATES,OTHER,NOT AVAILABLE,OTHER,Used,1199.99
OTHER,NOT AVAILABLE,WHITE,ESP,PROVIDED,MAHOGANY,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,ESP LTD,Used,820.99
OTHER,NOT AVAILABLE,BLACK,OVATION,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,500.0
OTHER,NOT AVAILABLE,WHITE,IBANEZ,PROVIDED,MAHOGANY,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,IBANEZ JEM,Open box,450.0
OTHER,PROVIDED,OTHER,FENDER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,279.0
OTHER,NOT AVAILABLE,SUNBURST,FIREFLY,NOT AVAILABLE,MAHOGANY,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,139.96
OTHER,PROVIDED,OTHER,EPIPHONE,PROVIDED,"MAPLE, MAHOGANY",SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,333.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,54.99
OTHER,NOT AVAILABLE,WHITE,OTHER,NOT AVAILABLE,MAPLE,SOLID,2019.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,New,449.0
OTHER,PROVIDED,SUNBURST,OTHER,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,159.95
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,55.79
OTHER,PROVIDED,NATURAL,COZART,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,124.08
OTHER,PROVIDED,OTHER,EVH,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,1099.99
OTHER,PROVIDED,OTHER,SQUIER,PROVIDED,POPLAR,SOLID,2019.0,MINI,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,149.99
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,63.48
OTHER,PROVIDED,WHITE,COZART,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,New,149.95
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,60.99
OTHER,PROVIDED,SUNBURST,COZART,NOT AVAILABLE,"SOLID WOOD, ASH",SOLID,2018.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,139.99
OTHER,PROVIDED,NATURAL,COZART,NOT AVAILABLE,SOLID WOOD,SOLID,2018.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,140.0
OTHER,NOT AVAILABLE,TOBACCO BURST,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,99.99
LES PAUL TRADITIONAL,NOT AVAILABLE,OTHER,GIBSON,NOT AVAILABLE,OTHER,OTHER,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,1300.0
OTHER,NOT AVAILABLE,BLACK,GIBSON,NOT AVAILABLE,SOLID WOOD,SOLID,2011.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,1495.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,619.99
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,LEFT-HANDED,OTHER,New,84.95
OTHER,NOT AVAILABLE,RED,OTHER,PROVIDED,ACRYLIC,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,41.0
OTHER,PROVIDED,TOBACCO SUNBURST,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,LEFT-HANDED,OTHER,New,149.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,GRAND AUDITORIUM,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,800.0
OTHER,PROVIDED,OTHER,IBANEZ,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,IBANEZ RG,Used,525.0
OTHER,NOT AVAILABLE,BLUE,SCHECTER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,274.99
OTHER,NOT AVAILABLE,AMBER,EPIPHONE,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,995.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,1704.0
OTHER,NOT AVAILABLE,NATURAL,EPIPHONE,PROVIDED,OTHER,HOLLOW,2007.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,449.99
OTHER,NOT AVAILABLE,BLACK,GRETSCH,PROVIDED,OTHER,OTHER,2019.0,OTHER,UNKNOWN,6 STRING,RIGHT-HANDED,OTHER,New,257.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,NOT AVAILABLE,OTHER,SOLID,2005.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,5995.0
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,INDONESIA,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,NOT AVAILABLE,279.0
OTHER,NOT AVAILABLE,OTHER,ESP,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,7 STRING,NOT AVAILABLE,ESP LTD,Used,225.0
OTHER,NOT AVAILABLE,PINK,IBANEZ,PROVIDED,OTHER,SOLID,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,IBANEZ JEM,New,2475.0
OTHER,NOT AVAILABLE,BLONDE,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,99.99
OTHER,NOT AVAILABLE,TOBACCO SUNBURST,G&L,NOT AVAILABLE,OTHER,OTHER,2018.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,OTHER,New,1699.0
OTHER,NOT AVAILABLE,OTHER,PEAVEY,NOT AVAILABLE,OTHER,OTHER,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,419.99
OTHER,NOT AVAILABLE,OTHER,IBANEZ,PROVIDED,MAHOGANY,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,510.0
OTHER,PROVIDED,OTHER,FENDER,PROVIDED,OTHER,SOLID,2004.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,125.0
OTHER,NOT AVAILABLE,SUNBURST,OTHER,PROVIDED,SOLID WOOD,SEMI-HOLLOW,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,395.0
OTHER,NOT AVAILABLE,RED,IBANEZ,NOT AVAILABLE,MAHOGANY,SOLID,2011.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,Used,425.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,MAHOGANY,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,225.0
OTHER,NOT AVAILABLE,BLACK,EPIPHONE,PROVIDED,OTHER,OTHER,2001.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,STUDIO,Used,169.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,300.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,OTHER,Used,275.0
OTHER,NOT AVAILABLE,RED,SCHECTER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,355.0
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,299.99
FLYING V,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,129.0
HSS,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,INDONESIA,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,NOT AVAILABLE,299.0
OTHER,NOT AVAILABLE,OTHER,B.C. RICH,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,499.99
OTHER,NOT AVAILABLE,BLACK,B.C. RICH,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,199.0
CUSTOM,NOT AVAILABLE,OTHER,PRS,PROVIDED,MAHOGANY,SOLID,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,1099.0
OTHER,NOT AVAILABLE,BLUE,FIREFLY,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,259.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,159.99
OTHER,NOT AVAILABLE,BLUE,FENDER,PROVIDED,OTHER,OTHER,1996.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,1195.0
OTHER,NOT AVAILABLE,GREEN,SCHECTER,PROVIDED,OTHER,SEMI-HOLLOW,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,345.0
CUSTOM,NOT AVAILABLE,RED,FENDER,NOT AVAILABLE,ASH,SOLID,2016.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,FENDER TELECASTER,Used,699.0
OTHER,NOT AVAILABLE,OTHER,SCHECTER,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,175.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,WOOD,HOLLOW,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,209.97
OTHER,NOT AVAILABLE,RED,SCHECTER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,7 STRING,NOT AVAILABLE,OTHER,Used,339.0
OTHER,NOT AVAILABLE,CHERRY,EPIPHONE,PROVIDED,SOLID WOOD,SOLID,1996.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,279.0
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,35.0
OTHER,PROVIDED,RED,FENDER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,440.0
SG SPECIAL,NOT AVAILABLE,OTHER,EPIPHONE,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,299.99
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,ASH,SOLID,2011.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,1299.0
OTHER,PROVIDED,NATURAL,COZART,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,83.0
OTHER,NOT AVAILABLE,PURPLE,UNBRANDED,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,177.77
OTHER,PROVIDED,BLUE,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,41.0
OTHER,PROVIDED,CHERRY SUNBURST,OTHER,PROVIDED,MAHOGANY,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,VARIAX,Used,1000.0
OTHER,NOT AVAILABLE,BLACK,UNBRANDED,NOT AVAILABLE,BASSWOOD,SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,New,77.77
OTHER,NOT AVAILABLE,TOBACCO SUNBURST,WASHBURN,NOT AVAILABLE,MAPLE,SEMI-HOLLOW,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,203.5
OTHER,PROVIDED,RED,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,31.0
OTHER,PROVIDED,WHITE,GRETSCH,PROVIDED,WALNUT,OTHER,2020.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GRETSCH STREAMLINER,New,299.99
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,BASSWOOD,SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,New,77.77
OTHER,PROVIDED,SUNBURST,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,45.0
OTHER,PROVIDED,BLACK,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,Used,28.0
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,64.99
OTHER,NOT AVAILABLE,OTHER,ESP,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,749.0
OTHER,PROVIDED,OTHER,JACKSON,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,134.99
OTHER,PROVIDED,OTHER,YAMAHA,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,701.99
OTHER,PROVIDED,BLUE,OTHER,NOT AVAILABLE,HARDWOOD,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,89.98
OTHER,PROVIDED,WHITE,COZART,NOT AVAILABLE,SOLID WOOD,SEMI-HOLLOW,2020.0,FULL SIZE,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,Open box,145.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,127.98
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,80.99
OTHER,NOT AVAILABLE,OTHER,PRS,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,899.0
OTHER,NOT AVAILABLE,OTHER,JACKSON,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,299.99
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,99.99
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,61.29
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,899.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,65.99
OTHER,PROVIDED,SUNBURST,COZART,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,New,139.99
OTHER,PROVIDED,SILVER,OTHER,NOT AVAILABLE,OTHER,SOLID,2020.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,165.0
OTHER,PROVIDED,BLUE,OTHER,PROVIDED,OTHER,HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,BOTH,OTHER,New,31.9
STRATOCASTER HSS,PROVIDED,OTHER,SQUIER,PROVIDED,BASSWOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,129.99
OTHER,NOT AVAILABLE,OTHER,JACKSON,NOT AVAILABLE,"SOLID WOOD, BASSWOOD",SOLID,2019.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,579.99
OTHER,NOT AVAILABLE,OTHER,GUILD,NOT AVAILABLE,OTHER,DREADNOUGHT,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,559.0
OTHER,NOT AVAILABLE,OTHER,IBANEZ,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,99.99
STRATOCASTER,NOT AVAILABLE,VINTAGE SUNBURST,SQUIER,NOT AVAILABLE,MAPLE,SOLID,2010.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,109.99
ES-339,PROVIDED,BLACK,EPIPHONE,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,399.95
OTHER,NOT AVAILABLE,WINE RED,GIBSON,NOT AVAILABLE,OTHER,SOLID,1981.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,999.99
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,370.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,40.0
OTHER,NOT AVAILABLE,RED,IBANEZ,PROVIDED,BASSWOOD,SOLID,2019.0,OTHER,INDONESIA,7 STRING,RIGHT-HANDED,IBANEZ RG,Used,500.0
VINTAGE,NOT AVAILABLE,RED,PEAVEY,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,525.0
STRATOCASTER DELUX,NOT AVAILABLE,BLACK,FENDER,PROVIDED,ALDER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,999.99
LES PAUL STANDARD,NOT AVAILABLE,BLACK,GIBSON,PROVIDED,OTHER,OTHER,2005.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GIBSON LES PAUL,Used,1300.0
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,HARDWOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Open box,60.0
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,189.99
OTHER,NOT AVAILABLE,GOLD,GRETSCH,PROVIDED,OTHER,HOLLOW,2019.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,299.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,550.0
OTHER,NOT AVAILABLE,CLEAR,FENDER,PROVIDED,SOLID WOOD,SOLID,1967.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,6000.0
OTHER,NOT AVAILABLE,OTHER,CHARVEL,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,100.0
OTHER,NOT AVAILABLE,ORANGE,JACKSON,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,400.0
OTHER,NOT AVAILABLE,OTHER,G&L,NOT AVAILABLE,ROSEWOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,888.88
WARLOCK,NOT AVAILABLE,BLACK,B.C. RICH,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,Used,134.95
OTHER,PROVIDED,NATURAL,EPIPHONE,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2006.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,361.55
OTHER,NOT AVAILABLE,MULTICOLOR,FENDER,PROVIDED,MAPLE,SOLID,2015.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,720.0
OTHER,NOT AVAILABLE,GOLD,FENDER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,82.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,2005.0,FULL SIZE,UNKNOWN,6 STRING,RIGHT-HANDED,OTHER,Used,227.5
